"SIC.4","year","median","Section","Section.name","SIC2dg1","Division.name","Group","Group.name","Class.name","SectionAbb"
2361,2018,15.2,"C","Manufacturing",23,"Manufacture of other non-metallic mineral products",236,"Manufacture of articles of concrete, cement and plaster","Manufacture of concrete products for construction purposes","Manufacturing"
2361,2019,8.65,"C","Manufacturing",23,"Manufacture of other non-metallic mineral products",236,"Manufacture of articles of concrete, cement and plaster","Manufacture of concrete products for construction purposes","Manufacturing"
2361,2020,10,"C","Manufacturing",23,"Manufacture of other non-metallic mineral products",236,"Manufacture of articles of concrete, cement and plaster","Manufacture of concrete products for construction purposes","Manufacturing"
2361,2021,15,"C","Manufacturing",23,"Manufacture of other non-metallic mineral products",236,"Manufacture of articles of concrete, cement and plaster","Manufacture of concrete products for construction purposes","Manufacturing"
2361,2022,16,"C","Manufacturing",23,"Manufacture of other non-metallic mineral products",236,"Manufacture of articles of concrete, cement and plaster","Manufacture of concrete products for construction purposes","Manufacturing"
2362,2018,15.4,"C","Manufacturing",23,"Manufacture of other non-metallic mineral products",236,"Manufacture of articles of concrete, cement and plaster","Manufacture of plaster products for construction purposes","Manufacturing"
2362,2019,23.75,"C","Manufacturing",23,"Manufacture of other non-metallic mineral products",236,"Manufacture of articles of concrete, cement and plaster","Manufacture of plaster products for construction purposes","Manufacturing"
2362,2021,26.65,"C","Manufacturing",23,"Manufacture of other non-metallic mineral products",236,"Manufacture of articles of concrete, cement and plaster","Manufacture of plaster products for construction purposes","Manufacturing"
2362,2022,15.9,"C","Manufacturing",23,"Manufacture of other non-metallic mineral products",236,"Manufacture of articles of concrete, cement and plaster","Manufacture of plaster products for construction purposes","Manufacturing"
2363,2018,7.25,"C","Manufacturing",23,"Manufacture of other non-metallic mineral products",236,"Manufacture of articles of concrete, cement and plaster","Manufacture of ready-mixed concrete","Manufacturing"
2363,2019,9.15,"C","Manufacturing",23,"Manufacture of other non-metallic mineral products",236,"Manufacture of articles of concrete, cement and plaster","Manufacture of ready-mixed concrete","Manufacturing"
2363,2020,-1.9,"C","Manufacturing",23,"Manufacture of other non-metallic mineral products",236,"Manufacture of articles of concrete, cement and plaster","Manufacture of ready-mixed concrete","Manufacturing"
2363,2021,9.7,"C","Manufacturing",23,"Manufacture of other non-metallic mineral products",236,"Manufacture of articles of concrete, cement and plaster","Manufacture of ready-mixed concrete","Manufacturing"
2363,2022,9.6,"C","Manufacturing",23,"Manufacture of other non-metallic mineral products",236,"Manufacture of articles of concrete, cement and plaster","Manufacture of ready-mixed concrete","Manufacturing"
2364,2018,13.6,"C","Manufacturing",23,"Manufacture of other non-metallic mineral products",236,"Manufacture of articles of concrete, cement and plaster","Manufacture of mortars","Manufacturing"
2364,2019,22.5,"C","Manufacturing",23,"Manufacture of other non-metallic mineral products",236,"Manufacture of articles of concrete, cement and plaster","Manufacture of mortars","Manufacturing"
2364,2021,24,"C","Manufacturing",23,"Manufacture of other non-metallic mineral products",236,"Manufacture of articles of concrete, cement and plaster","Manufacture of mortars","Manufacturing"
2364,2022,26.6,"C","Manufacturing",23,"Manufacture of other non-metallic mineral products",236,"Manufacture of articles of concrete, cement and plaster","Manufacture of mortars","Manufacturing"
2365,2018,-5,"C","Manufacturing",23,"Manufacture of other non-metallic mineral products",236,"Manufacture of articles of concrete, cement and plaster","Manufacture of fibre cement","Manufacturing"
2365,2019,-14.5,"C","Manufacturing",23,"Manufacture of other non-metallic mineral products",236,"Manufacture of articles of concrete, cement and plaster","Manufacture of fibre cement","Manufacturing"
2369,2021,0.6,"C","Manufacturing",23,"Manufacture of other non-metallic mineral products",236,"Manufacture of articles of concrete, cement and plaster","Manufacture of other articles of concrete, plaster and cement","Manufacturing"
2369,2022,11.2,"C","Manufacturing",23,"Manufacture of other non-metallic mineral products",236,"Manufacture of articles of concrete, cement and plaster","Manufacture of other articles of concrete, plaster and cement","Manufacturing"
2370,2020,14.1,"C","Manufacturing",23,"Manufacture of other non-metallic mineral products",237,"Cutting, shaping and finishing of stone","Cutting, shaping and finishing of stone","Manufacturing"
2370,2022,9.3,"C","Manufacturing",23,"Manufacture of other non-metallic mineral products",237,"Cutting, shaping and finishing of stone","Cutting, shaping and finishing of stone","Manufacturing"
2391,2018,1.8,"C","Manufacturing",23,"Manufacture of other non-metallic mineral products",239,"Manufacture of abrasive products and non-metallic mineral products n.e.c.","Production of abrasive products","Manufacturing"
2391,2019,1.9,"C","Manufacturing",23,"Manufacture of other non-metallic mineral products",239,"Manufacture of abrasive products and non-metallic mineral products n.e.c.","Production of abrasive products","Manufacturing"
2391,2020,3.2,"C","Manufacturing",23,"Manufacture of other non-metallic mineral products",239,"Manufacture of abrasive products and non-metallic mineral products n.e.c.","Production of abrasive products","Manufacturing"
2391,2021,23.2,"C","Manufacturing",23,"Manufacture of other non-metallic mineral products",239,"Manufacture of abrasive products and non-metallic mineral products n.e.c.","Production of abrasive products","Manufacturing"
2391,2022,1.6,"C","Manufacturing",23,"Manufacture of other non-metallic mineral products",239,"Manufacture of abrasive products and non-metallic mineral products n.e.c.","Production of abrasive products","Manufacturing"
2399,2018,10.55,"C","Manufacturing",23,"Manufacture of other non-metallic mineral products",239,"Manufacture of abrasive products and non-metallic mineral products n.e.c.","Manufacture of other non-metallic mineral products n.e.c.","Manufacturing"
2399,2019,6.5,"C","Manufacturing",23,"Manufacture of other non-metallic mineral products",239,"Manufacture of abrasive products and non-metallic mineral products n.e.c.","Manufacture of other non-metallic mineral products n.e.c.","Manufacturing"
2399,2020,6.2,"C","Manufacturing",23,"Manufacture of other non-metallic mineral products",239,"Manufacture of abrasive products and non-metallic mineral products n.e.c.","Manufacture of other non-metallic mineral products n.e.c.","Manufacturing"
2399,2021,1.2,"C","Manufacturing",23,"Manufacture of other non-metallic mineral products",239,"Manufacture of abrasive products and non-metallic mineral products n.e.c.","Manufacture of other non-metallic mineral products n.e.c.","Manufacturing"
2399,2022,6.8,"C","Manufacturing",23,"Manufacture of other non-metallic mineral products",239,"Manufacture of abrasive products and non-metallic mineral products n.e.c.","Manufacture of other non-metallic mineral products n.e.c.","Manufacturing"
2410,2018,4.3,"C","Manufacturing",24,"Manufacture of basic metals",241,"Manufacture of basic iron and steel and of ferro-alloys","Manufacture of basic iron and steel and of ferro-alloys","Manufacturing"
2410,2019,12.5,"C","Manufacturing",24,"Manufacture of basic metals",241,"Manufacture of basic iron and steel and of ferro-alloys","Manufacture of basic iron and steel and of ferro-alloys","Manufacturing"
2410,2020,6.6,"C","Manufacturing",24,"Manufacture of basic metals",241,"Manufacture of basic iron and steel and of ferro-alloys","Manufacture of basic iron and steel and of ferro-alloys","Manufacturing"
2410,2021,9.3,"C","Manufacturing",24,"Manufacture of basic metals",241,"Manufacture of basic iron and steel and of ferro-alloys","Manufacture of basic iron and steel and of ferro-alloys","Manufacturing"
2410,2022,7.35,"C","Manufacturing",24,"Manufacture of basic metals",241,"Manufacture of basic iron and steel and of ferro-alloys","Manufacture of basic iron and steel and of ferro-alloys","Manufacturing"
2420,2018,-25.1,"C","Manufacturing",24,"Manufacture of basic metals",242,"Manufacture of tubes, pipes, hollow profiles and related fittings, of steel","Manufacture of tubes, pipes, hollow profiles and related fittings, of steel","Manufacturing"
2420,2019,9.65,"C","Manufacturing",24,"Manufacture of basic metals",242,"Manufacture of tubes, pipes, hollow profiles and related fittings, of steel","Manufacture of tubes, pipes, hollow profiles and related fittings, of steel","Manufacturing"
2420,2020,10.3,"C","Manufacturing",24,"Manufacture of basic metals",242,"Manufacture of tubes, pipes, hollow profiles and related fittings, of steel","Manufacture of tubes, pipes, hollow profiles and related fittings, of steel","Manufacturing"
2420,2021,19.75,"C","Manufacturing",24,"Manufacture of basic metals",242,"Manufacture of tubes, pipes, hollow profiles and related fittings, of steel","Manufacture of tubes, pipes, hollow profiles and related fittings, of steel","Manufacturing"
2420,2022,-15.4,"C","Manufacturing",24,"Manufacture of basic metals",242,"Manufacture of tubes, pipes, hollow profiles and related fittings, of steel","Manufacture of tubes, pipes, hollow profiles and related fittings, of steel","Manufacturing"
2431,2018,3.4,"C","Manufacturing",24,"Manufacture of basic metals",243,"Manufacture of other products of first processing of steel","Cold drawing of bars","Manufacturing"
2431,2019,11.1,"C","Manufacturing",24,"Manufacture of basic metals",243,"Manufacture of other products of first processing of steel","Cold drawing of bars","Manufacturing"
2431,2020,9,"C","Manufacturing",24,"Manufacture of basic metals",243,"Manufacture of other products of first processing of steel","Cold drawing of bars","Manufacturing"
2431,2021,0.1,"C","Manufacturing",24,"Manufacture of basic metals",243,"Manufacture of other products of first processing of steel","Cold drawing of bars","Manufacturing"
2431,2022,2.6,"C","Manufacturing",24,"Manufacture of basic metals",243,"Manufacture of other products of first processing of steel","Cold drawing of bars","Manufacturing"
2432,2018,4.7,"C","Manufacturing",24,"Manufacture of basic metals",243,"Manufacture of other products of first processing of steel","Cold rolling of narrow strip","Manufacturing"
2432,2019,7.4,"C","Manufacturing",24,"Manufacture of basic metals",243,"Manufacture of other products of first processing of steel","Cold rolling of narrow strip","Manufacturing"
2432,2020,9.5,"C","Manufacturing",24,"Manufacture of basic metals",243,"Manufacture of other products of first processing of steel","Cold rolling of narrow strip","Manufacturing"
2432,2022,-31.6,"C","Manufacturing",24,"Manufacture of basic metals",243,"Manufacture of other products of first processing of steel","Cold rolling of narrow strip","Manufacturing"
2433,2018,6,"C","Manufacturing",24,"Manufacture of basic metals",243,"Manufacture of other products of first processing of steel","Cold forming or folding","Manufacturing"
2433,2019,-0.7,"C","Manufacturing",24,"Manufacture of basic metals",243,"Manufacture of other products of first processing of steel","Cold forming or folding","Manufacturing"
2433,2020,9.5,"C","Manufacturing",24,"Manufacture of basic metals",243,"Manufacture of other products of first processing of steel","Cold forming or folding","Manufacturing"
2433,2022,7,"C","Manufacturing",24,"Manufacture of basic metals",243,"Manufacture of other products of first processing of steel","Cold forming or folding","Manufacturing"
2441,2018,6.4,"C","Manufacturing",24,"Manufacture of basic metals",244,"Manufacture of basic precious and other non-ferrous metals","Precious metals production","Manufacturing"
2441,2019,7.2,"C","Manufacturing",24,"Manufacture of basic metals",244,"Manufacture of basic precious and other non-ferrous metals","Precious metals production","Manufacturing"
2441,2020,4.3,"C","Manufacturing",24,"Manufacture of basic metals",244,"Manufacture of basic precious and other non-ferrous metals","Precious metals production","Manufacturing"
2441,2021,4,"C","Manufacturing",24,"Manufacture of basic metals",244,"Manufacture of basic precious and other non-ferrous metals","Precious metals production","Manufacturing"
2441,2022,2.5,"C","Manufacturing",24,"Manufacture of basic metals",244,"Manufacture of basic precious and other non-ferrous metals","Precious metals production","Manufacturing"
2442,2018,14.2,"C","Manufacturing",24,"Manufacture of basic metals",244,"Manufacture of basic precious and other non-ferrous metals","Aluminium production","Manufacturing"
2442,2019,11.6,"C","Manufacturing",24,"Manufacture of basic metals",244,"Manufacture of basic precious and other non-ferrous metals","Aluminium production","Manufacturing"
2442,2020,14.2,"C","Manufacturing",24,"Manufacture of basic metals",244,"Manufacture of basic precious and other non-ferrous metals","Aluminium production","Manufacturing"
2442,2021,8.7,"C","Manufacturing",24,"Manufacture of basic metals",244,"Manufacture of basic precious and other non-ferrous metals","Aluminium production","Manufacturing"
2442,2022,9.6,"C","Manufacturing",24,"Manufacture of basic metals",244,"Manufacture of basic precious and other non-ferrous metals","Aluminium production","Manufacturing"
2445,2018,10.15,"C","Manufacturing",24,"Manufacture of basic metals",244,"Manufacture of basic precious and other non-ferrous metals","Other non-ferrous metal production","Manufacturing"
2445,2019,8.8,"C","Manufacturing",24,"Manufacture of basic metals",244,"Manufacture of basic precious and other non-ferrous metals","Other non-ferrous metal production","Manufacturing"
2445,2020,7.7,"C","Manufacturing",24,"Manufacture of basic metals",244,"Manufacture of basic precious and other non-ferrous metals","Other non-ferrous metal production","Manufacturing"
2445,2021,4.5,"C","Manufacturing",24,"Manufacture of basic metals",244,"Manufacture of basic precious and other non-ferrous metals","Other non-ferrous metal production","Manufacturing"
2445,2022,1,"C","Manufacturing",24,"Manufacture of basic metals",244,"Manufacture of basic precious and other non-ferrous metals","Other non-ferrous metal production","Manufacturing"
2446,2018,11,"C","Manufacturing",24,"Manufacture of basic metals",244,"Manufacture of basic precious and other non-ferrous metals","Processing of nuclear fuel","Manufacturing"
2446,2019,11,"C","Manufacturing",24,"Manufacture of basic metals",244,"Manufacture of basic precious and other non-ferrous metals","Processing of nuclear fuel","Manufacturing"
2446,2020,19.7,"C","Manufacturing",24,"Manufacture of basic metals",244,"Manufacture of basic precious and other non-ferrous metals","Processing of nuclear fuel","Manufacturing"
2446,2021,-13.6,"C","Manufacturing",24,"Manufacture of basic metals",244,"Manufacture of basic precious and other non-ferrous metals","Processing of nuclear fuel","Manufacturing"
2446,2022,-12.3,"C","Manufacturing",24,"Manufacture of basic metals",244,"Manufacture of basic precious and other non-ferrous metals","Processing of nuclear fuel","Manufacturing"
2451,2018,12.7,"C","Manufacturing",24,"Manufacture of basic metals",245,"Casting of metals","Casting of iron","Manufacturing"
2451,2019,10.5,"C","Manufacturing",24,"Manufacture of basic metals",245,"Casting of metals","Casting of iron","Manufacturing"
2451,2020,4.4,"C","Manufacturing",24,"Manufacture of basic metals",245,"Casting of metals","Casting of iron","Manufacturing"
2451,2021,4.4,"C","Manufacturing",24,"Manufacture of basic metals",245,"Casting of metals","Casting of iron","Manufacturing"
2451,2022,-2.2,"C","Manufacturing",24,"Manufacture of basic metals",245,"Casting of metals","Casting of iron","Manufacturing"
2452,2018,2.7,"C","Manufacturing",24,"Manufacture of basic metals",245,"Casting of metals","Casting of steel","Manufacturing"
2452,2019,3.5,"C","Manufacturing",24,"Manufacture of basic metals",245,"Casting of metals","Casting of steel","Manufacturing"
2452,2021,2.9,"C","Manufacturing",24,"Manufacture of basic metals",245,"Casting of metals","Casting of steel","Manufacturing"
2452,2022,2.9,"C","Manufacturing",24,"Manufacture of basic metals",245,"Casting of metals","Casting of steel","Manufacturing"
2453,2018,11.8,"C","Manufacturing",24,"Manufacture of basic metals",245,"Casting of metals","Casting of light metals","Manufacturing"
2453,2019,11.8,"C","Manufacturing",24,"Manufacture of basic metals",245,"Casting of metals","Casting of light metals","Manufacturing"
2453,2020,4.4,"C","Manufacturing",24,"Manufacture of basic metals",245,"Casting of metals","Casting of light metals","Manufacturing"
2453,2021,11.5,"C","Manufacturing",24,"Manufacture of basic metals",245,"Casting of metals","Casting of light metals","Manufacturing"
2453,2022,6.3,"C","Manufacturing",24,"Manufacture of basic metals",245,"Casting of metals","Casting of light metals","Manufacturing"
2454,2018,4.2,"C","Manufacturing",24,"Manufacture of basic metals",245,"Casting of metals","Casting of other non-ferrous metals","Manufacturing"
2454,2019,10.5,"C","Manufacturing",24,"Manufacture of basic metals",245,"Casting of metals","Casting of other non-ferrous metals","Manufacturing"
2454,2020,4.4,"C","Manufacturing",24,"Manufacture of basic metals",245,"Casting of metals","Casting of other non-ferrous metals","Manufacturing"
2454,2021,6.4,"C","Manufacturing",24,"Manufacture of basic metals",245,"Casting of metals","Casting of other non-ferrous metals","Manufacturing"
2454,2022,9.3,"C","Manufacturing",24,"Manufacture of basic metals",245,"Casting of metals","Casting of other non-ferrous metals","Manufacturing"
2511,2018,11.6,"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",251,"Manufacture of structural metal products","Manufacture of metal structures and parts of structures","Manufacturing"
2511,2019,10.7,"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",251,"Manufacture of structural metal products","Manufacture of metal structures and parts of structures","Manufacturing"
2511,2020,14.2,"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",251,"Manufacture of structural metal products","Manufacture of metal structures and parts of structures","Manufacturing"
2511,2021,12.2,"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",251,"Manufacture of structural metal products","Manufacture of metal structures and parts of structures","Manufacturing"
2511,2022,12.5,"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",251,"Manufacture of structural metal products","Manufacture of metal structures and parts of structures","Manufacturing"
2512,2019,16.35,"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",251,"Manufacture of structural metal products","Manufacture of doors and windows of metal","Manufacturing"
2512,2020,31.5,"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",251,"Manufacture of structural metal products","Manufacture of doors and windows of metal","Manufacturing"
2512,2021,9.75,"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",251,"Manufacture of structural metal products","Manufacture of doors and windows of metal","Manufacturing"
2512,2022,0.1,"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",251,"Manufacture of structural metal products","Manufacture of doors and windows of metal","Manufacturing"
2521,2018,19.2,"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",252,"Manufacture of tanks, reservoirs and containers of metal","Manufacture of central heating radiators and boilers","Manufacturing"
2521,2019,19.6,"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",252,"Manufacture of tanks, reservoirs and containers of metal","Manufacture of central heating radiators and boilers","Manufacturing"
2521,2020,14.5,"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",252,"Manufacture of tanks, reservoirs and containers of metal","Manufacture of central heating radiators and boilers","Manufacturing"
2521,2021,28.1,"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",252,"Manufacture of tanks, reservoirs and containers of metal","Manufacture of central heating radiators and boilers","Manufacturing"
2521,2022,19.8,"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",252,"Manufacture of tanks, reservoirs and containers of metal","Manufacture of central heating radiators and boilers","Manufacturing"
2529,2018,4,"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",252,"Manufacture of tanks, reservoirs and containers of metal","Manufacture of other tanks, reservoirs and containers of metal","Manufacturing"
2529,2019,1,"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",252,"Manufacture of tanks, reservoirs and containers of metal","Manufacture of other tanks, reservoirs and containers of metal","Manufacturing"
2529,2021,7,"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",252,"Manufacture of tanks, reservoirs and containers of metal","Manufacture of other tanks, reservoirs and containers of metal","Manufacturing"
2529,2022,-8.8,"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",252,"Manufacture of tanks, reservoirs and containers of metal","Manufacture of other tanks, reservoirs and containers of metal","Manufacturing"
2530,2018,7.25,"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",253,"Manufacture of steam generators, except central heating hot water boilers","Manufacture of steam generators, except central heating hot water boilers","Manufacturing"
2530,2019,9.5,"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",253,"Manufacture of steam generators, except central heating hot water boilers","Manufacture of steam generators, except central heating hot water boilers","Manufacturing"
2530,2020,7.5,"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",253,"Manufacture of steam generators, except central heating hot water boilers","Manufacture of steam generators, except central heating hot water boilers","Manufacturing"
2530,2021,3.2,"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",253,"Manufacture of steam generators, except central heating hot water boilers","Manufacture of steam generators, except central heating hot water boilers","Manufacturing"
2530,2022,4.1,"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",253,"Manufacture of steam generators, except central heating hot water boilers","Manufacture of steam generators, except central heating hot water boilers","Manufacturing"
2540,2018,10.5,"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",254,"Manufacture of weapons and ammunition","Manufacture of weapons and ammunition","Manufacturing"
2540,2019,1.7,"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",254,"Manufacture of weapons and ammunition","Manufacture of weapons and ammunition","Manufacturing"
2540,2020,7.3,"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",254,"Manufacture of weapons and ammunition","Manufacture of weapons and ammunition","Manufacturing"
2540,2021,14.7,"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",254,"Manufacture of weapons and ammunition","Manufacture of weapons and ammunition","Manufacturing"
2540,2022,14.1,"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",254,"Manufacture of weapons and ammunition","Manufacture of weapons and ammunition","Manufacturing"
2550,2018,8.95,"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",255,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy","Forging, pressing, stamping and roll-forming of metal; powder metallurgy","Manufacturing"
2550,2019,9.65,"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",255,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy","Forging, pressing, stamping and roll-forming of metal; powder metallurgy","Manufacturing"
2550,2020,14.4,"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",255,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy","Forging, pressing, stamping and roll-forming of metal; powder metallurgy","Manufacturing"
2550,2021,13.7,"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",255,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy","Forging, pressing, stamping and roll-forming of metal; powder metallurgy","Manufacturing"
2550,2022,4.95,"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",255,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy","Forging, pressing, stamping and roll-forming of metal; powder metallurgy","Manufacturing"
2561,2018,10.6,"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",256,"Treatment and coating of metals; machining","Treatment and coating of metals","Manufacturing"
2561,2019,14.5,"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",256,"Treatment and coating of metals; machining","Treatment and coating of metals","Manufacturing"
2561,2020,6.5,"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",256,"Treatment and coating of metals; machining","Treatment and coating of metals","Manufacturing"
2561,2021,11.1,"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",256,"Treatment and coating of metals; machining","Treatment and coating of metals","Manufacturing"
2561,2022,12.1,"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",256,"Treatment and coating of metals; machining","Treatment and coating of metals","Manufacturing"
2562,2018,12,"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",256,"Treatment and coating of metals; machining","Machining","Manufacturing"
2562,2019,9.8,"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",256,"Treatment and coating of metals; machining","Machining","Manufacturing"
2562,2020,7,"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",256,"Treatment and coating of metals; machining","Machining","Manufacturing"
2562,2021,2.8,"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",256,"Treatment and coating of metals; machining","Machining","Manufacturing"
2562,2022,2.6,"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",256,"Treatment and coating of metals; machining","Machining","Manufacturing"
2572,2018,29.6,"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",257,"Manufacture of cutlery, tools and general hardware","Manufacture of locks and hinges","Manufacturing"
2572,2019,25,"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",257,"Manufacture of cutlery, tools and general hardware","Manufacture of locks and hinges","Manufacturing"
2572,2020,27,"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",257,"Manufacture of cutlery, tools and general hardware","Manufacture of locks and hinges","Manufacturing"
2572,2021,26.75,"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",257,"Manufacture of cutlery, tools and general hardware","Manufacture of locks and hinges","Manufacturing"
2572,2022,28.7,"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",257,"Manufacture of cutlery, tools and general hardware","Manufacture of locks and hinges","Manufacturing"
2573,2018,19.8,"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",257,"Manufacture of cutlery, tools and general hardware","Manufacture of tools","Manufacturing"
2573,2019,7.4,"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",257,"Manufacture of cutlery, tools and general hardware","Manufacture of tools","Manufacturing"
2573,2020,5.2,"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",257,"Manufacture of cutlery, tools and general hardware","Manufacture of tools","Manufacturing"
2573,2021,97.3,"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",257,"Manufacture of cutlery, tools and general hardware","Manufacture of tools","Manufacturing"
2573,2022,0.8,"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",257,"Manufacture of cutlery, tools and general hardware","Manufacture of tools","Manufacturing"
2592,2018,6.9,"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",259,"Manufacture of other fabricated metal products","Manufacture of light metal packaging","Manufacturing"
2592,2019,4.4,"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",259,"Manufacture of other fabricated metal products","Manufacture of light metal packaging","Manufacturing"
2592,2020,18.2,"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",259,"Manufacture of other fabricated metal products","Manufacture of light metal packaging","Manufacturing"
2592,2021,14.4,"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",259,"Manufacture of other fabricated metal products","Manufacture of light metal packaging","Manufacturing"
2592,2022,13.8,"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",259,"Manufacture of other fabricated metal products","Manufacture of light metal packaging","Manufacturing"
2593,2018,0,"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",259,"Manufacture of other fabricated metal products","Manufacture of wire products, chain and springs","Manufacturing"
2593,2019,9.3,"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",259,"Manufacture of other fabricated metal products","Manufacture of wire products, chain and springs","Manufacturing"
2593,2020,6.2,"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",259,"Manufacture of other fabricated metal products","Manufacture of wire products, chain and springs","Manufacturing"
2593,2021,13.85,"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",259,"Manufacture of other fabricated metal products","Manufacture of wire products, chain and springs","Manufacturing"
2593,2022,3,"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",259,"Manufacture of other fabricated metal products","Manufacture of wire products, chain and springs","Manufacturing"
2594,2018,6.5,"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",259,"Manufacture of other fabricated metal products","Manufacture of fasteners and screw machine products","Manufacturing"
2594,2019,6.15,"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",259,"Manufacture of other fabricated metal products","Manufacture of fasteners and screw machine products","Manufacturing"
2594,2020,0.4,"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",259,"Manufacture of other fabricated metal products","Manufacture of fasteners and screw machine products","Manufacturing"
2594,2021,13.4,"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",259,"Manufacture of other fabricated metal products","Manufacture of fasteners and screw machine products","Manufacturing"
2594,2022,5.6,"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",259,"Manufacture of other fabricated metal products","Manufacture of fasteners and screw machine products","Manufacturing"
2599,2018,7.8,"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",259,"Manufacture of other fabricated metal products","Manufacture of other fabricated metal products n.e.c.","Manufacturing"
2599,2019,12.2,"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",259,"Manufacture of other fabricated metal products","Manufacture of other fabricated metal products n.e.c.","Manufacturing"
